timestamp,bid_price_1,bid_volume_1,bid_price_2,bid_volume_2,bid_price_3,bid_volume_3,bid_price_4,bid_volume_4,bid_price_5,bid_volume_5,ask_price_1,ask_volume_1,ask_price_2,ask_volume_2,ask_price_3,ask_volume_3,ask_price_4,ask_volume_4,ask_price_5,ask_volume_5
1775494620641,69833.67000000,1.37325000,69831.52000000,0.00024000,69831.51000000,1.64494000,69830.50000000,0.01439000,69829.66000000,0.02581000,69833.68000000,2.71614000,69833.78000000,0.01680000,69834.10000000,0.00000000,69834.11000000,0.00000000,69835.29000000,0.00000000
1775494620742,69833.67000000,0.88056000,69831.52000000,0.00008000,69831.51000000,0.00032000,69830.50000000,0.01439000,69829.66000000,0.00008000,69833.68000000,2.72752000,69833.77000000,0.02525000,69833.78000000,0.08260000,69834.71000000,0.00000000,69834.76000000,0.00000000
1775494620853,69833.67000000,0.00000000,69833.66000000,0.00000000,69833.62000000,0.00000000,69833.61000000,0.00000000,69832.72000000,0.00000000,69830.32000000,3.03418000,69830.49000000,0.90840000,69830.50000000,0.26220000,69830.51000000,1.77463000,69830.65000000,3.21409000
1775494620942,69830.31000000,0.00000000,69830.30000000,0.00000000,69830.29000000,0.00000000,69830.28000000,0.00000000,69829.38000000,0.00000000,69828.01000000,6.35551000,69828.02000000,0.00008000,69828.50000000,0.00300000,69828.97000000,0.00000000,69828.98000000,0.00016000
1775494621043,69828.00000000,0.00000000,69827.99000000,0.00000000,69827.90000000,0.00000000,69827.36000000,0.00000000,69827.35000000,0.00000000,69824.59000000,4.20868000,69824.60000000,0.00008000,69825.29000000,0.00000000,69825.89000000,0.00000000,69826.04000000,0.00008000
1775494621141,69824.58000000,1.52717000,69824.57000000,0.00080000,69822.60000000,0.11005000,69822.59000000,0.00008000,69822.24000000,0.00016000,69824.59000000,4.46821000,69826.58000000,0.00016000,69826.59000000,0.01420000,69827.37000000,0.42173000,69827.99000000,0.00016000
1775494621242,69824.58000000,1.60536000,69824.57000000,0.00056000,69822.62000000,0.00016000,69822.61000000,0.00000000,69822.60000000,0.00016000,69824.59000000,4.41234000,69826.59000000,0.01511000,69827.37000000,0.42173000,69827.99000000,0.00000000,69828.00000000,0.00016000
1775494621344,69824.58000000,1.81784000,69824.57000000,0.00056000,69822.62000000,0.00000000,69822.60000000,0.00008000,69822.44000000,0.00021000,69824.59000000,3.47106000,69826.58000000,0.00000000,69826.59000000,0.00099000,69827.37000000,0.31296000,69828.00000000,0.00000000
1775494621443,69824.58000000,2.92930000,69824.57000000,0.00008000,69824.18000000,5.72838000,69823.25000000,0.00300000,69822.60000000,0.00000000,69824.59000000,0.00516000,69824.60000000,0.00064000,69826.59000000,0.00091000,69827.36000000,0.00024000,69827.37000000,0.00016000
1775494621545,69836.06000000,11.21500000,69836.05000000,0.00008000,69835.28000000,0.00000000,69833.99000000,0.45201000,69833.75000000,0.00300000,69824.59000000,0.00000000,69824.60000000,0.00000000,69826.04000000,0.00000000,69826.05000000,0.00000000,69826.06000000,0.00000000
